Time,Source,Destination,Protocol,Length,Frame,Ethernet Src,Ethernet Dest,IP Source,IP Dest,TCP/UDP,Src Port,Dest Port,Label
0,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,62,62,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
0.91131,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,62,62,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
0.91131,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
0.91131,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,HTTP,533,533,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
1.472116,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,54,54,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
1.682419,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
1.812606,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
1.812606,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
2.012894,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
2.443513,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
2.553672,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
2.553672,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237,65.208.228.223,Transmission Control Protocol,3372,80,Http
2.553672,dialin-145-254-160-237.pools.arcor-ip.net,145.253.2.203,DNS,89,89,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237,145.253.2.203,"User Datagram Protocol,      ",3009,53,Http
2.633787,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
2.814046,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
2.894161,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
2.91419,145.253.2.203,dialin-145-254-160-237.pools.arcor-ip.net,DNS,188,188,fe:ff:20:00:01:00,00:00:01:00:00:00,145.253.2.203  ,145.254.160.237,"User Datagram Protocol,      ",53,3009,Http
2.984291,dialin-145-254-160-237.pools.arcor-ip.net,pagead.google.akadns.net,HTTP,775,775,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 216.239.59.99,Transmission Control Protocol,3371,80,Http
3.014334,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
3.374852,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
3.495025,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
3.495025,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
3.635227,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
3.645241,pagead.google.akadns.net,dialin-145-254-160-237.pools.arcor-ip.net,TCP,54,54,fe:ff:20:00:01:00,00:00:01:00:00:00,"216.239.59.99),",145.254.160.237,Transmission Control Protocol,80,3371,Http
3.815486,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
3.91563,pagead.google.akadns.net,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1484,1484,fe:ff:20:00:01:00,00:00:01:00:00:00,"216.239.59.99),",145.254.160.237,Transmission Control Protocol,80,3371,Http
3.955688,pagead.google.akadns.net,dialin-145-254-160-237.pools.arcor-ip.net,HTTP,214,214,fe:ff:20:00:01:00,00:00:01:00:00:00,"216.239.59.99),",145.254.160.237,Transmission Control Protocol,80,3371,Http
3.955688,dialin-145-254-160-237.pools.arcor-ip.net,pagead.google.akadns.net,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 216.239.59.99,Transmission Control Protocol,3371,80,Http
4.105904,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
4.216062,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
4.226076,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
4.356264,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
4.356264,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
4.496465,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1434,1434,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
4.496465,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
4.776868,pagead.google.akadns.net,dialin-145-254-160-237.pools.arcor-ip.net,TCP,1484,1484,fe:ff:20:00:01:00,00:00:01:00:00:00,"216.239.59.99),",145.254.160.237,Transmission Control Protocol,80,3371,Http
4.776868,dialin-145-254-160-237.pools.arcor-ip.net,pagead.google.akadns.net,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 216.239.59.99,Transmission Control Protocol,3371,80,Http
4.846969,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,HTTP/XML,478,478,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
5.017214,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
17.905747,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,54,54,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
17.905747,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
30.063228,dialin-145-254-160-237.pools.arcor-ip.net,65.208.228.223,TCP,54,54,00:00:01:00:00:00,fe:ff:20:00:01:00,145.254.160.237, 65.208.228.223,Transmission Control Protocol,3372,80,Http
30.393704,65.208.228.223,dialin-145-254-160-237.pools.arcor-ip.net,TCP,54,54,fe:ff:20:00:01:00,00:00:01:00:00:00,65.208.228.223 ,145.254.160.237,Transmission Control Protocol,80,3372,Http
0,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
0,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,2727,80,Ftp
0.03125,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,81.131.67.131,Gnutella,93,93,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,6346,2094,Ftp
0.046875,81.131.67.131,38.115.4.204,TCP,110,110,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,38.115.4.204,Transmission Control Protocol,2667,21284,Ftp
0.15625,81.131.67.131,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,70.27.127.185,Transmission Control Protocol,2094,6346,Ftp
0.3125,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,13.19.160.190,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
0.3125,213.19.160.190,81.131.67.131,TCP,62,62,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2810,Ftp
0.3125,81.131.67.131,213.19.160.190,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,213.19.160.190,Transmission Control Protocol,2810,80,Ftp
0.328125,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,2727,80,Ftp
0.34375,81.131.67.131,213.19.160.190,HTTP,354,354,01:00:01:00:00:00,01:00:01:00:00:00,38.115.4.204,213.19.160.190,Transmission Control Protocol,2810,80,Ftp
0.390625,38.115.4.204,81.131.67.131,TCP,392,392,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,21284,2667,Ftp
0.390625,81.131.67.131,38.115.4.204,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,38.115.4.204,Transmission Control Protocol,2667,21284,Ftp
0.671875,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
0.671875,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,00.158.81.150,210.146.64.4,Transmission Control Protocol,2727,80,Ftp
0.703125,200-158-81-150.dsl.telesp.net.br,81.131.67.131,ICMP,70,70,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,6346,1595,Ftp
0.703125,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,81.131.67.131,Gnutella,90,90,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,24.43.167.12,User Datagram Protocol       ,41730,6346,Ftp
0.703125,81.131.67.131,rrcs-24-43-167-12.west.biz.rr.com,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.247.65.177,User Datagram Protocol       ,41730,6346,Ftp
0.71875,81.131.67.131,177.65-247-81.adsl-dyn.isp.belgacom.be,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,4917,41730,Ftp
0.71875,24.102.197.177.res-cmts.t132.ptd.net,81.131.67.131,UDP,50,50,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,83.117.6.35,User Datagram Protocol       ,41730,6346,Ftp
0.71875,81.131.67.131,s53750623.adsl.online.nl,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,195.130.143.128,User Datagram Protocol       ,41730,6346,Ftp
0.734375,81.131.67.131,dC3828F80.access.telenet.be,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,212.194.202.220,User Datagram Protocol       ,41730,6346,Ftp
0.75,81.131.67.131,hon14-h01-212-194-202-220.dsl.sta.abo.bbox.fr,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,207.148.176.7,User Datagram Protocol       ,41730,6346,Ftp
0.765625,81.131.67.131,207-148-176-7.interbaun.com,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,62.193.101.150,User Datagram Protocol       ,41730,6346,Ftp
0.78125,81.131.67.131,62.193.101.150,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,212.129.214.254,User Datagram Protocol       ,41730,6346,Ftp
0.796875,81.131.67.131,212.129.214.254,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,172.177.184.179,User Datagram Protocol       ,41730,6346,Ftp
0.796875,81.131.67.131,172.177.184.179,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,172.186.173.245,User Datagram Protocol       ,41730,6346,Ftp
0.8125,81.131.67.131,172.186.173.245,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,207.216.13.37,User Datagram Protocol       ,41730,6346,Ftp
0.828125,81.131.67.131,d207-216-13-37.bchsia.telus.net,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,82.44.146.7 ,User Datagram Protocol       ,41730,34087,Ftp
0.84375,81.131.67.131,cpc100736-sgyl37-2-0-cust71.18-2.cable.virginm.net,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,1595,6346,Ftp
0.921875,81.131.67.131,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
1.015625,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,68.34.169.230,210.146.64.4,User Datagram Protocol       ,13778,41730,Ftp
1.015625,68-186-167-166.dhcp.stls.mo.charter.com,81.131.67.131,UDP,50,50,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2727,80,Ftp
1.015625,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
1.296875,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,210.146.64.4,Transmission Control Protocol,6346,2433,Ftp
1.296875,c-68-34-169-230.hsd1.va.comcast.net,81.131.67.131,TCP,82,82,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,68.34.169.230,Transmission Control Protocol,2727,80,Ftp
1.296875,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2433,6346,Ftp
1.46875,81.131.67.131,c-68-34-169-230.hsd1.va.comcast.net,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,210.146.64.4,Transmission Control Protocol,80,2727,Ftp
1.59375,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,85.96.110.115,Transmission Control Protocol,2727,80,Ftp
1.59375,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,41730,6346,Ftp
1.875,81.131.67.131,85.96.110.115.dynamic.ttnet.com.tr,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,38.115.4.204,83.112.25.172,Transmission Control Protocol,80,2727,Ftp
1.875,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,24.11.146.28,User Datagram Protocol       ,41730,6346,Ftp
1.875,81.131.67.131,83.112.25.172,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,81.131.67.131,User Datagram Protocol       ,41730,17342,Ftp
1.890625,81.131.67.131,c-24-11-146-28.hsd1.az.comcast.net,UDP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,6346,2094,Ftp
1.90625,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,81.131.67.131,Gnutella,89,89,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,68.186.167.166,Transmission Control Protocol,21284,2667,Ftp
1.90625,38.115.4.204,81.131.67.131,TCP,54,54,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,41730,13778,Ftp
1.90625,81.131.67.131,68-186-167-166.dhcp.stls.mo.charter.com,UDP,550,550,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,210.146.64.4,Transmission Control Protocol,80,2810,Ftp
1.9375,213.19.160.190,81.131.67.131,TCP,54,54,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,38.115.4.204,Transmission Control Protocol,2727,80,Ftp
1.9375,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,68.45.204.224,Transmission Control Protocol,2667,21284,Ftp
1.953125,81.131.67.131,38.115.4.204,TCP,62,62,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,81.131.67.131,User Datagram Protocol       ,6348,6346,Ftp
1.953125,81.131.67.131,c-68-45-204-224.hsd1.in.comcast.net,UDP,75,75,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,213.19.160.190,Transmission Control Protocol,80,2810,Ftp
1.96875,213.19.160.190,81.131.67.131,HTTP,353,353,1a:43:20:00:01:00,1a:43:20:00:01:00,13.19.160.190,70.27.127.185,Transmission Control Protocol,2810,80,Ftp
2.125,81.131.67.131,213.19.160.190,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2094,6346,Ftp
2.125,81.131.67.131,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,210.146.64.4,Transmission Control Protocol,80,2727,Ftp
2.265625,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2727,80,Ftp
2.265625,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,213.19.160.190,Transmission Control Protocol,80,2810,Ftp
2.34375,213.19.160.190,81.131.67.131,HTTP,370,370,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2810,80,Ftp
2.5625,81.131.67.131,213.19.160.190,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,80,2727,Ftp
2.609375,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,213.120.62.99,Transmission Control Protocol,6346,1595,Ftp
2.609375,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,81.131.67.131,Gnutella,87,87,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,82.10.189.10 ,Transmission Control Protocol,2727,80,Ftp
2.609375,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,1595,6346,Ftp
2.78125,81.131.67.131,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,68.34.169.230,62.203.155.2 ,User Datagram Protocol       ,1537,53,Ftp
2.796875,81.131.67.131,inh2dns03.imsnet2.btopenworld.com,DNS,83,83,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,83.132.177.64,User Datagram Protocol       ,41730,6346,Ftp
2.90625,81.131.67.131,cpc82297-ando7-2-0-cust357.15-1.cable.virginm.net,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
2.90625,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,68.186.167.166,User Datagram Protocol       ,41730,6346,Ftp
2.90625,81.131.67.131,212.155.203.62.dynamic.wline.res.cust.swisscom.ch,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,210.146.64.4,User Datagram Protocol       ,41730,6346,Ftp
2.921875,81.131.67.131,a83-132-177-64.cpe.netcabo.pt,UDP,61,61,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,68.34.169.230,Transmission Control Protocol,6346,2433,Ftp
2.9375,c-68-34-169-230.hsd1.va.comcast.net,81.131.67.131,TCP,78,78,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,81.131.67.131,User Datagram Protocol       ,41730,13778,Ftp
2.9375,81.131.67.131,68-186-167-166.dhcp.stls.mo.charter.com,UDP,550,550,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,2727,80,Ftp
2.953125,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2433,6346,Ftp
3.109375,81.131.67.131,c-68-34-169-230.hsd1.va.comcast.net,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,210.146.64.4,Transmission Control Protocol,80,2727,Ftp
3.21875,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,213.120.62.99,Transmission Control Protocol,2727,80,Ftp
3.21875,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
3.515625,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,13.19.160.190,213.19.160.190,Transmission Control Protocol,2727,80,Ftp
3.515625,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,68.45.204.224,68.186.167.166,User Datagram Protocol       ,1537,53,Ftp
3.796875,81.131.67.131,inh2dns03.imsnet2.btopenworld.com,DNS,83,83,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80, Tr,Ftp
3.796875,213.19.160.190,81.131.67.131,HTTP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2810,2810,Ftp
3.796875,81.131.67.131,213.19.160.190,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,38.115.4.204,213.19.160.190,User Datagram Protocol       ,41730,80,Ftp
3.9375,81.131.67.131,68-186-167-166.dhcp.stls.mo.charter.com,UDP,550,550,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,68.45.204.224,Transmission Control Protocol,80,13778,Ftp
4.078125,213.19.160.190,81.131.67.131,HTTP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,81.131.67.131,User Datagram Protocol       ,6346,2810,Ftp
4.078125,c-68-45-204-224.hsd1.in.comcast.net,81.131.67.131,UDP,74,74,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,38.115.4.204,Transmission Control Protocol,2810,6348,Ftp
4.078125,81.131.67.131,213.19.160.190,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,38.115.4.204,81.131.67.131,User Datagram Protocol       ,6348,80,Ftp
4.09375,81.131.67.131,c-68-45-204-224.hsd1.in.comcast.net,UDP,415,415,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,21284,6346,Ftp
4.28125,38.115.4.204,81.131.67.131,TCP,1061,1061,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2667,2667,Ftp
4.421875,81.131.67.131,38.115.4.204,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,38.115.4.204,Transmission Control Protocol,80,21284,Ftp
4.578125,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,213.120.62.99,Transmission Control Protocol,2727,2727,Ftp
4.578125,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,81.131.67.131,Transmission Control Protocol,21284,80,Ftp
4.59375,38.115.4.204,81.131.67.131,TCP,54,54,1a:43:20:00:01:00,1a:43:20:00:01:00,213.120.62.99,210.146.64.4,Transmission Control Protocol,2667,2667,Ftp
4.59375,81.131.67.131,38.115.4.204,TCP,62,62,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,1537,21284,Ftp
4.796875,81.131.67.131,inh2dns03.imsnet2.btopenworld.com,DNS,83,83,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,53,Ftp
4.859375,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,192.88.99.1,Transmission Control Protocol,2727, Tr,Ftp
4.859375,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,84.56.231.17 ,Transmission Control Protocol,80,2727,Ftp
